,wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price_category
63243,monolith,5,16.0,84.4,11.0,55.569647,37.491557,0
63244,monolith,15,16.0,84.0,15.0,55.569647,37.491557,0
63245,monolithBrick,17,17.0,83.0,14.0,55.447586,37.52183,0
63246,panel,12,17.0,84.21,10.8,55.62352900000001,37.303126,0
63247,panel,8,17.0,84.7,10.1,55.542126,37.497638,0
63248,monolith,9,17.0,84.2,12.1,55.594504,37.34435,0
63249,panel,3,17.0,84.0,10.0,55.636651,37.317481,0
63250,panel,9,17.0,84.0,11.0,55.644074,37.326725,0
63251,panel,13,17.0,83.0,10.0,55.636651,37.317481,0
63252,brick,9,18.0,83.2,10.0,55.603374,37.355722,0
63253,monolith,9,22.0,83.0,10.2,55.634639,37.328899,0
63254,monolith,17,22.0,83.3,12.0,55.638612,37.330785,0
63255,monolith,3,22.0,84.0,14.5,55.634639,37.328899,0
63256,monolith,9,17.0,83.3,24.6,55.572558,37.487335,0
63257,monolith,12,17.0,87.0,9.0,55.573052,37.48764,0
63258,panel,12,17.0,85.0,10.0,55.62352900000001,37.303126,0
63259,monolith,8,21.0,86.4,11.6,55.594016,37.344458,0
63260,panel,6,9.0,87.2,5.7,55.54429,37.486957,0
63261,monolith,6,9.0,85.0,15.5,55.62849,37.341287,0
63262,monolith,2,18.0,87.8,20.0,55.544214,37.485224,0
63263,monolithBrick,7,14.0,87.2,17.2,55.467489,37.544746,0
63264,monolith,1,9.0,87.3,15.5,55.540608,37.484972,0
63265,panel,15,17.0,85.7,10.1,55.602963,37.360304,0
63266,monolithBrick,7,7.0,86.5,13.0,55.476505,37.540928,0
63267,monolith,8,15.0,86.0,13.0,55.592637,37.461122,0
63268,panel,3,17.0,85.0,10.0,55.592103,37.370329,0
63269,panel,12,17.0,85.0,13.0,55.637698,37.305812,0
63270,monolithBrick,6,9.0,85.8,12.0,55.48542800000001,37.499579,0
63271,monolithBrick,10,12.0,86.4,14.0,55.501952,37.55761,0
63272,brick,1,9.0,87.8,15.0,55.48601,37.49939000000001,0
63273,monolithBrick,6,14.0,87.0,17.0,55.467489,37.544746,0
63274,monolith,2,25.0,85.2,12.0,55.592108,37.373563,0
63275,monolith,2,25.0,85.3,11.6,55.592108,37.373563,0
63276,monolith,2,16.0,86.0,16.0,55.594107,37.458166,0
63277,panel,18,25.0,86.4,14.2,55.588649,37.372934,0
63278,monolith,4,14.0,85.0,11.0,55.56623100000001,37.497629,0
63279,monolith,2,9.0,86.0,14.0,55.627265,37.342427,0
63280,panel,8,17.0,85.0,10.0,55.62352900000001,37.303126,0
63281,panel,3,17.0,85.0,13.0,55.624174,37.311229,0
63282,panel,12,17.0,85.0,10.0,55.62352900000001,37.303126,0
63283,monolith,1,11.0,87.4,14.0,55.626594,37.343919,0
63284,monolithBrick,7,17.0,85.6,10.4,55.597607,37.34179,0
63285,monolith,2,17.0,85.0,15.0,55.575877,37.472854,0
63286,brick,8,17.0,85.7,10.6,55.597449,37.340622,0
63287,monolith,2,9.0,85.3,12.1,55.588323,37.4576,0
63288,monolithBrick,8,9.0,85.5,12.0,55.627265,37.342427,0
63289,monolith,6,9.0,86.0,14.0,55.627265,37.342427,0
63290,monolithBrick,1,17.0,87.0,9.5,55.56949399999999,37.469755,0
63291,monolithBrick,11,16.0,86.6,20.0,55.57109300000001,37.491718,0
63292,monolith,10,14.0,86.1,12.1,55.656346,37.42432700000001,0
63293,monolithBrick,10,17.0,86.1,13.4,55.656346,37.42432700000001,0
63294,monolithBrick,10,11.0,86.1,13.5,55.656346,37.42432700000001,0
63295,monolith,10,11.0,86.1,21.2,55.656346,37.42432700000001,0
63296,panel,1,17.0,85.0,20.0,55.600709,37.366466,0
63297,monolithBrick,11,17.0,87.3,11.0,55.567596,37.487541,0
63298,panel,12,17.0,87.0,9.0,55.573052,37.48764,0
63299,monolithBrick,1,9.0,85.1,12.0,55.588323,37.4576,0
63300,monolith,6,14.0,87.4,13.2,55.56746800000001,37.490227,0
63301,panel,3,17.0,87.0,13.0,55.60215400000001,37.357357,0
63302,monolith,24,25.0,87.0,14.0,55.619528,37.416296,0
63303,panel,3,17.0,87.0,12.0,55.60215400000001,37.357357,0
63304,monolith,11,15.0,85.8,13.5,55.655869,37.427381,0
63305,monolithBrick,14,14.0,87.5,10.0,55.525298,37.443793,0
63306,panel,12,17.0,85.2,10.0,55.517913,37.352075,0
63307,panel,2,17.0,85.0,10.0,55.517913,37.352075,0
63308,panel,7,10.0,87.0,10.9,55.54290500000001,37.486167,0
63309,monolith,2,9.0,85.6,12.2,55.62849,37.341287,0
63310,panel,1,17.0,85.0,10.7,55.600709,37.366466,0
63311,panel,6,13.0,85.0,12.0,55.541922,37.494144,0
63312,monolithBrick,9,17.0,87.0,10.0,55.642972,37.328566,0
63313,monolithBrick,12,12.0,87.0,15.0,55.56994200000001,37.487622,0
63314,monolith,8,9.0,85.5,15.5,55.627265,37.342427,0
63315,monolith,10,15.0,86.1,13.5,55.656346,37.42432700000001,0
63316,monolith,10,15.0,86.1,22.0,55.656346,37.42432700000001,0
63317,monolith,8,18.0,86.7,10.6,55.540949,37.486544,0
63318,monolith,19,20.0,85.0,12.0,55.637134,37.329923,0
63319,monolith,2,20.0,85.0,14.0,55.637134,37.329923,0
63320,monolithBrick,9,16.0,85.0,12.0,55.515171,37.568758,0
63321,monolith,2,17.0,85.0,11.0,55.594504,37.34435,0
63322,monolithBrick,11,19.0,86.0,14.5,55.595323,37.339849,0
63323,monolith,17,22.0,85.0,12.0,55.634639,37.328899,0
63324,monolith,15,20.0,85.0,12.0,55.637134,37.329923,0
63325,monolith,16,25.0,87.1,9.5,55.619528,37.416296,0
63326,monolith,13,20.0,87.0,15.0,55.63751,37.32850300000001,0
63327,monolith,7,9.0,86.5,15.4,55.589147,37.456388,0
63328,panel,16,17.0,88.0,12.9,55.590989,37.36900900000001,0
63329,monolith,10,16.0,88.3,20.6,55.618928,37.411113,0
63330,monolith,6,16.0,88.0,15.8,55.57109300000001,37.491718,0
63331,panel,18,25.0,88.0,14.2,55.588649,37.372934,0
63332,brick,1,9.0,89.0,15.0,55.48601,37.49939000000001,0
63333,panel,12,25.0,88.3,14.1,55.588176,37.371461,0
63334,monolith,12,12.0,89.7,10.0,55.575480000000006,37.471623,0
63335,monolith,12,12.0,89.9,10.1,55.575480000000006,37.471623,0
63336,panel,9,9.0,88.1,7.0,55.540949,37.486544,0
63337,panel,13,13.0,88.0,11.9,55.540924,37.493326,0
63338,panel,22,25.0,88.0,16.0,55.588649,37.372934,0
63339,panel,22,25.0,89.0,16.0,55.588649,37.372934,0
63340,monolith,9,18.0,88.0,18.0,55.54341899999999,37.482277,0
63341,brick,10,17.0,88.0,14.0,55.569678,37.475513,0
63342,monolith,10,16.0,88.3,20.9,55.618928,37.411113,0
63343,monolithBrick,9,16.0,89.7,11.0,55.569647,37.491557,0
63344,monolith,12,17.0,88.0,9.0,55.573052,37.48764,0
63345,monolithBrick,4,9.0,89.0,10.0,55.56714300000001,37.472917,0
63346,monolithBrick,8,11.0,88.1,13.6,55.59356800000001,37.46052,0
63347,panel,18,25.0,88.0,14.2,55.588649,37.372934,0
63348,monolith,12,23.0,88.0,11.0,55.635716,37.328054,0
63349,panel,6,25.0,89.5,15.0,55.590674,37.374461,0
63350,panel,8,18.0,88.6,10.6,55.542115,37.483104,0
63351,panel,22,25.0,88.0,12.0,55.588649,37.372934,0
63352,monolith,5,9.0,89.0,11.0,55.540608,37.484972,0
63353,monolithBrick,12,15.0,88.0,20.9,55.618928,37.411113,0
63354,panel,8,9.0,88.0,10.5,55.54429,37.486957,0
63355,monolithBrick,7,12.0,89.0,16.1,55.5718,37.492886,0
63356,monolithBrick,5,8.0,89.5,14.0,55.568436,37.473231,0
63357,monolithBrick,11,11.0,90.5,13.1,55.626594,37.343919,0
63358,monolith,9,9.0,93.0,14.0,55.62893199999999,37.341843,0
63359,monolith,3,9.0,91.1,12.8,55.589147,37.456388,0
63360,panel,5,12.0,90.3,12.0,55.52038,37.351842,0
63361,monolith,3,9.0,94.0,14.0,55.627727,37.342984,0
63362,monolithBrick,8,11.0,91.3,14.0,55.626594,37.343919,0
63363,block,9,22.0,90.0,21.0,55.576874,37.481585,0
63364,monolith,1,17.0,91.2,15.0,55.568492000000006,37.471848,0
63365,panel,11,25.0,90.4,15.0,55.590312,37.373078,0
63366,monolith,5,10.0,91.5,18.6,55.54341899999999,37.482277,0
63367,monolith,11,11.0,90.5,13.1,55.626594,37.343919,0
63368,brick,3,4.0,90.0,16.0,55.49322700000001,37.505121,0
63369,brick,3,4.0,90.4,16.0,55.49322700000001,37.505121,0
63370,panel,5,17.0,93.0,12.0,55.50220699999999,37.555651,0
63371,panel,13,17.0,93.0,14.0,55.503278,37.323455,0
63372,monolithBrick,12,12.0,93.0,12.0,55.550305,37.510888,0
63373,monolithBrick,7,25.0,92.6,30.0,55.589213,37.374884,0
63374,monolithBrick,12,17.0,92.7,12.0,55.565865,37.471021,0
63375,monolith,3,9.0,91.1,12.8,55.589147,37.456388,0
63376,monolith,2,9.0,90.0,14.0,55.627265,37.342427,0
63377,monolith,3,9.0,92.0,14.0,55.62893199999999,37.341843,0
63378,monolith,9,9.0,92.0,14.0,55.62893199999999,37.341843,0
63379,monolithBrick,22,25.0,90.0,16.0,55.588649,37.372934,0
63380,brick,6,17.0,91.1,11.0,55.574345,37.473779,0
63381,monolith,6,17.0,92.0,11.0,55.574345,37.473779,0
63382,brick,4,6.0,92.0,15.0,55.447974,37.511266,0
63383,monolithBrick,3,17.0,92.0,15.0,55.626594,37.343919,0
63384,panel,24,25.0,92.0,15.0,55.590674,37.374461,0
63385,monolith,7,12.0,90.1,14.0,55.592764,37.456451,0
63386,brick,14,17.0,91.4,26.0,55.569678,37.475513,0
63387,monolith,4,11.0,91.5,15.0,55.625211,37.345491,0
63388,monolith,9,9.0,92.0,15.0,55.627727,37.342984,0
63389,monolithBrick,10,12.0,91.0,18.3,55.574548,37.487424,0
63390,monolith,8,11.0,94.3,16.0,55.626594,37.343919,0
63391,panel,15,17.0,91.0,13.0,55.597607,37.34179,0
63392,monolith,3,17.0,91.1,11.0,55.574345,37.473779,0
63393,monolith,4,5.0,92.0,12.0,55.589773,37.454932,0
63394,monolithBrick,4,9.0,90.0,30.0,55.627265,37.342427,0
63395,monolith,6,17.0,92.0,12.3,55.571632,37.473492,0
63396,monolith,5,6.0,90.0,15.0,55.59151800000001,37.455669,0
63397,monolith,16,17.0,91.1,11.0,55.574345,37.473779,1
63398,monolith,2,3.0,92.0,17.0,55.517862,37.397009,0
63399,monolithBrick,12,17.0,94.2,13.5,55.503512,37.55805,0
63400,brick,3,5.0,92.3,12.0,55.560973,37.344197,0
63401,brick,7,18.0,91.6,14.0,55.601137,37.170813,0
63402,monolith,2,16.0,93.5,19.4,55.590785,37.451438,0
63403,monolith,12,12.0,93.3,12.4,55.550305,37.510888,0
63404,panel,22,25.0,91.1,15.3,55.58955400000001,37.373069,0
63405,panel,22,25.0,91.1,15.3,55.58955400000001,37.373069,0
63406,panel,5,25.0,90.4,15.0,55.590312,37.373078,0
63407,brick,7,9.0,90.6,13.0,55.530831000000006,37.44691,0
63408,monolith,11,17.0,90.0,10.0,55.567596,37.487541,0
63409,panel,5,10.0,90.0,12.1,55.61417,37.473824,0
63410,panel,18,25.0,90.0,14.0,55.588221,37.37209,0
63411,monolith,3,11.0,90.0,11.0,55.59397,37.45972,0
63412,monolith,5,7.0,90.1,14.0,55.591915,37.45750200000001,0
63413,monolith,6,9.0,93.0,14.0,55.62893199999999,37.341843,0
63414,monolith,15,15.0,92.0,19.4,55.56835400000001,37.495761,0
63415,monolith,1,11.0,93.0,13.6,55.626594,37.343919,0
63416,monolith,15,15.0,92.0,19.4,55.56835400000001,37.495761,0
63417,monolith,6,17.0,91.0,11.0,55.574345,37.473779,0
63418,panel,5,25.0,90.0,16.0,55.589213,37.374884,0
63419,panel,24,25.0,92.0,15.0,55.590674,37.374461,0
63420,monolith,8,16.0,90.6,15.8,55.57109300000001,37.491718,0
63421,monolith,5,7.0,90.1,14.0,55.591915,37.45750200000001,0
63422,panel,11,17.0,90.0,15.0,55.62277099999999,37.474812,0
63423,monolith,10,14.0,90.0,12.0,55.525298,37.443793,0
63424,monolithBrick,11,12.0,93.0,13.3,55.56784,37.473626,0
63425,brick,11,12.0,94.5,13.3,55.56784,37.473626,0
63426,brick,3,17.0,90.0,12.3,55.571632,37.473492,0
63427,monolithBrick,8,12.0,94.0,14.0,55.568436,37.473231,0
63428,monolithBrick,14,17.0,92.0,12.0,55.565865,37.471021,0
63429,monolith,11,11.0,90.0,10.0,55.626594,37.343919,0
63430,monolith,21,25.0,90.0,30.0,55.637596,37.333462,0
63431,monolith,5,9.0,90.0,27.0,55.62849,37.341287,0
63432,monolith,5,6.0,90.0,15.0,55.59151800000001,37.455669,0
63433,monolith,8,9.0,90.0,16.0,55.588323,37.4576,0
63434,panel,9,25.0,90.0,16.0,55.590674,37.374461,0
63435,monolithBrick,3,12.0,99.4,16.0,55.56994200000001,37.487622,0
63436,panel,16,25.0,98.8,11.0,55.59928000000001,37.356612,0
63437,monolith,23,25.0,95.0,22.0,55.637596,37.333462,0
63438,panel,21,25.0,95.0,30.0,55.590674,37.374461,0
63439,monolith,23,25.0,95.0,22.0,55.637596,37.333462,0
63440,monolith,2,2.0,95.0,20.0,55.58095600000001,37.155695,0
63441,monolithBrick,2,17.0,95.5,14.0,55.503889,37.558131,0
63442,monolithBrick,1,17.0,95.0,11.9,55.573129,37.484352,0
63443,monolith,12,14.0,98.5,12.6,55.566567000000006,37.485637,0
63444,brick,9,9.0,97.1,16.0,55.57575500000001,37.470258,0
63445,monolith,5,9.0,98.0,14.0,55.62893199999999,37.341843,0
63446,monolithBrick,2,17.0,99.4,14.5,55.566949,37.470833,0
63447,monolith,8,11.0,98.0,20.0,55.625211,37.345491,0
63448,monolith,5,11.0,97.7,16.0,55.626594,37.343919,0
63449,monolithBrick,12,12.0,99.0,17.0,55.573317,37.468802,0
63450,monolithBrick,7,17.0,96.0,19.0,55.570843,37.473635,0
63451,monolith,10,17.0,98.0,16.0,55.569052,37.47951,0
63452,brick,8,12.0,95.1,14.0,55.503889,37.558131,0
63453,panel,10,17.0,96.0,11.0,55.50220699999999,37.555651,0
63454,panel,2,9.0,96.0,14.0,55.53103,37.441601,0
63455,panel,15,17.0,96.0,11.0,55.50220699999999,37.555651,0
63456,panel,8,17.0,95.4,12.0,55.54073,37.489967,0
63457,brick,8,12.0,97.0,13.5,55.568436,37.473231,0
63458,monolith,5,11.0,98.0,16.0,55.626594,37.343919,0
63459,monolithBrick,6,17.0,98.0,13.0,55.572757,37.483104,0
63460,monolith,10,12.0,96.0,10.0,55.573317,37.468802,0
63461,monolith,5,17.0,99.0,14.0,55.565865,37.471021,0
63462,panel,6,16.0,96.4,18.7,55.57050200000001,37.489113,0
63463,monolithBrick,8,9.0,95.0,25.0,55.589147,37.456388,0
63464,monolith,8,9.0,95.0,25.0,55.589147,37.456388,0
63465,monolith,12,17.0,95.0,14.0,55.533241,37.4508,0
63466,monolith,21,21.0,106.9,12.8,55.49414,37.552031,0
63467,monolith,10,11.0,103.8,16.1,55.625211,37.345491,0
63468,block,6,19.0,104.0,14.0,55.593619,37.341852,0
63469,monolith,3,8.0,102.0,30.0,55.568313,37.443048,0
63470,monolith,3,8.0,104.0,24.0,55.569265,37.440991,0
63471,monolith,6,15.0,102.0,14.5,55.655869,37.427381,1
63472,monolith,4,17.0,110.0,18.0,55.603181000000006,37.167885,0
63473,monolith,15,16.0,100.0,13.6,55.55114,37.508176,0
63474,brick,14,16.0,107.0,13.5,55.500718000000006,37.324021,0
63475,monolithBrick,6,8.0,104.0,15.0,55.568487,37.440452,1
63476,monolith,17,21.0,106.0,15.0,55.49470600000001,37.553136,0
63477,monolithBrick,17,20.0,108.0,15.0,55.495098,37.554439,0
63478,monolith,8,17.0,101.55,11.8,55.511664,37.568479,0
63479,monolith,14,16.0,109.3,16.0,55.603181000000006,37.167885,0
63480,monolithBrick,2,17.0,102.0,12.0,55.511664,37.568479,0
63481,brick,2,9.0,116.7,13.2,55.53370500000001,37.446623,0
63482,monolithBrick,16,16.0,114.9,15.0,55.603766,37.169367,0
63483,panel,22,25.0,102.5,12.0,55.59944300000001,37.360519,0
63484,panel,1,14.0,100.0,13.0,55.602118,37.342877,0
63485,brick,10,14.0,116.0,15.0,55.470724,37.544584,0
63486,monolith,1,12.0,115.0,20.0,55.62211600000001,37.475189,0
63487,monolith,6,16.0,105.0,20.4,55.603766,37.169367,0
63488,monolith,11,15.0,103.0,37.0,55.591467,37.452651,0
63489,monolith,9,14.0,103.0,12.0,55.590785,37.451438,0
63490,panel,8,9.0,110.5,5.7,55.540949,37.486544,0
63491,monolith,3,17.0,100.0,17.0,55.550687,37.509361,0
63492,monolithBrick,2,17.0,100.0,16.0,55.533241,37.4508,0
63493,panel,25,25.0,102.0,11.0,55.602724,37.35867800000001,0
63494,monolith,2,8.0,103.0,30.0,55.568487,37.440452,0
63495,monolithBrick,6,12.0,118.0,12.0,55.5718,37.492886,0
63496,panel,18,25.0,103.0,15.0,55.59944300000001,37.360519,0
63497,panel,18,25.0,103.0,10.0,55.59944300000001,37.360519,0
63498,monolithBrick,4,17.0,100.7,16.7,55.57050200000001,37.489113,0
63499,panel,7,12.0,115.0,14.0,55.573576,37.486311,0
63500,panel,10,25.0,103.0,30.0,55.598817,37.360196,0
63501,monolith,7,9.0,104.0,20.0,55.627265,37.342427,0
63502,panel,3,17.0,116.0,13.0,55.58953399999999,37.370266,0
63503,monolithBrick,8,12.0,105.27,25.7,55.65339,37.426393,0
63504,monolith,5,9.0,100.0,12.0,55.627265,37.342427,0
63505,monolithBrick,13,21.0,119.4,16.0,55.495098,37.554439,0
63506,brick,2,8.0,113.0,10.0,55.530852,37.447836,0
63507,monolithBrick,15,15.0,100.1,13.5,55.55114,37.508176,0
63508,monolithBrick,10,14.0,113.4,15.1,55.470724,37.544584,0
63509,monolithBrick,8,14.0,117.1,19.6,55.467489,37.544746,0
63510,monolith,8,16.0,114.0,15.3,55.603766,37.169367,0
63511,monolithBrick,5,14.0,110.8,13.6,55.467489,37.544746,0
63512,monolith,11,12.0,100.0,17.0,55.573317,37.468802,0
63513,monolithBrick,2,17.0,100.0,15.0,55.5718,37.492886,0
63514,monolith,20,25.0,103.0,11.0,55.602835,37.357636,0
63515,brick,1,3.0,110.0,10.0,55.628972,37.467733,0
63516,monolith,8,17.0,100.0,18.0,55.566949,37.470833,0
63517,monolith,8,25.0,107.0,12.0,55.62570899999999,37.314112,0
63518,brick,13,17.0,115.0,15.0,55.603766,37.169367,0
63519,panel,10,25.0,103.0,11.3,55.59944300000001,37.360519,0
63520,monolith,1,17.0,114.0,17.0,55.658657,37.423698,0
63521,block,15,19.0,102.0,20.0,55.593619,37.341852,0
63522,panel,18,18.0,111.8,23.0,55.542365,37.484397,0
63523,monolith,5,14.0,101.8,14.5,55.655026,37.424399,0
63524,monolith,4,8.0,103.0,35.0,55.568313,37.443048,1
63525,monolithBrick,7,12.0,102.0,15.7,55.56994200000001,37.487622,0
63526,monolithBrick,10,14.0,120.0,15.1,55.470724,37.544584,0
63527,brick,7,10.0,120.0,30.0,55.53370500000001,37.446623,0
63528,monolith,8,8.0,145.0,15.0,55.569265,37.440991,0
63529,panel,2,25.0,129.4,21.5,55.588176,37.371461,0
63530,monolith,4,16.0,130.0,20.0,55.603181000000006,37.167885,0
63531,panel,16,25.0,135.7,21.2,55.588537,37.374479,0
63532,monolithBrick,8,12.0,120.8,25.7,55.574548,37.487424,0
63533,brick,3,8.0,136.0,11.0,55.530852,37.447836,0
63534,panel,19,25.0,132.0,21.5,55.588649,37.372934,0
63535,panel,21,25.0,132.0,21.0,55.588221,37.37209,0
63536,brick,3,4.0,120.0,20.0,55.58600300000001,37.467123,0
63537,panel,16,17.0,125.8,17.0,55.566949,37.470833,0
63538,monolith,2,25.0,137.2,23.0,55.592108,37.373563,0
63539,panel,14,25.0,134.6,21.3,55.58955400000001,37.373069,0
63540,brick,6,9.0,145.0,13.0,55.53157,37.446749,0
63541,monolith,1,12.0,125.0,18.0,55.65339,37.426393,0
63542,brick,9,9.0,120.0,13.0,55.530831000000006,37.44691,0
63543,panel,20,25.0,131.8,21.1,55.588537,37.374479,0
63544,brick,3,7.0,136.0,15.0,55.530852,37.447836,0
63545,panel,1,10.0,126.9,20.7,55.542115,37.483104,0
63546,brick,2,9.0,140.0,12.0,55.530673,37.446066,0
63547,monolith,16,17.0,125.8,17.0,55.566949,37.470833,0
63548,monolithBrick,8,8.0,136.8,24.0,55.590378,37.45633400000001,0
63549,monolithBrick,16,17.0,126.0,17.0,55.566949,37.470833,0
63550,monolith,9,9.0,137.0,20.0,55.589926,37.454295,0
63551,monolith,6,8.0,143.5,15.0,55.567219,37.443164,0
63552,monolith,5,5.0,144.0,24.0,55.590378,37.45633400000001,0
63553,monolith,2,8.0,145.7,17.0,55.568766,37.442167,0
63554,panel,4,25.0,136.7,21.3,55.588649,37.372934,0
63555,monolith,4,8.0,144.0,33.0,55.567219,37.443164,0
63556,brick,3,9.0,126.6,10.0,55.580263,37.48313,0
63557,monolith,6,8.0,144.4,17.0,55.568313,37.443048,0
63558,monolith,12,14.0,121.0,20.0,55.655026,37.424399,0
63559,monolith,6,8.0,130.0,21.0,55.568313,37.443048,1
63560,monolith,6,14.0,120.0,17.0,55.655026,37.424399,1
63561,monolith,7,8.0,142.0,20.0,55.568487,37.440452,1
63562,monolith,6,8.0,145.0,18.0,55.568313,37.443048,1
63563,monolith,4,8.0,131.6,19.5,55.568766,37.442167,2
63564,monolith,3,8.0,150.0,14.4,55.567219,37.443164,0
63565,brick,2,3.0,152.0,15.0,55.53131,37.460673,0
63566,monolith,8,8.0,160.0,15.0,55.569265,37.440991,1
63567,monolith,2,8.0,161.5,25.0,55.568313,37.443048,1
63568,brick,2,3.0,150.0,17.0,55.529293,37.460789,0
63569,panel,17,25.0,152.0,11.5,55.588649,37.372934,0
63570,panel,22,25.0,154.0,22.0,55.590312,37.373078,0
63571,brick,3,4.0,158.0,11.0,55.49322700000001,37.505121,0
63572,monolith,9,9.0,153.0,32.0,55.587774,37.456936,1
63573,brick,8,9.0,150.0,17.0,55.53370500000001,37.446623,0
63574,monolith,3,8.0,164.1,19.0,55.568766,37.442167,0
63575,monolithBrick,8,8.0,150.0,25.0,55.656565,37.42333,1
63576,monolith,8,8.0,178.6,15.0,55.567219,37.443164,0
63577,monolith,8,8.0,188.0,22.0,55.567219,37.443164,1
63578,monolith,6,8.0,175.0,38.9,55.567219,37.443164,1
63579,monolith,8,8.0,237.0,20.0,55.568313,37.443048,1
63580,monolithBrick,2,3.0,208.0,28.0,55.571001,37.445797,1
63581,monolith,9,9.0,240.0,30.0,55.589712,37.457043,1
63582,monolith,8,8.0,216.3,19.0,55.567219,37.443164,0
63583,monolith,8,8.0,200.0,35.0,55.568766,37.442167,2
63584,monolith,8,8.0,310.0,25.0,55.569265,37.440991,2
63585,monolith,1,4.0,21.0,4.0,55.53561,37.159935,0
63586,monolith,15,16.0,23.0,3.0,55.430998,36.865036,0
63587,panel,5,5.0,29.9,9.0,55.492186,37.304087,0
63588,panel,3,9.0,29.0,6.0,55.432378,36.867856,0
63589,panel,5,5.0,31.0,6.0,55.411281,37.182806,0
63590,monolith,2,3.0,32.4,8.0,55.497521,36.919941,0
63591,panel,5,5.0,32.0,6.0,55.465534,36.942776,0
63592,panel,5,5.0,31.0,6.0,55.465718,36.94583,0
63593,panel,3,5.0,31.0,9.0,55.49185500000001,37.303117,0
63594,panel,1,5.0,31.5,7.5,55.492186,37.304087,0
63595,panel,4,4.0,31.0,6.0,55.491625,37.306108,0
63596,panel,1,5.0,31.0,6.6,55.490927,37.304123,0
63597,panel,1,5.0,31.0,8.0,55.315396,37.181791,0
63598,brick,1,2.0,30.0,4.0,55.449107,37.246469,0
63599,panel,8,12.0,32.3,6.0,55.47102,37.295113,0
63600,panel,3,3.0,34.8,10.8,55.495425,36.917488,0
63601,monolithBrick,3,3.0,34.0,8.0,55.49510400000001,36.916599,0
63602,panel,5,5.0,33.0,8.0,55.431228,37.270778,0
63603,monolith,3,4.0,34.0,8.0,55.536278,37.160141,0
63604,monolith,4,15.0,33.0,4.0,55.486265,37.303935,0
63605,panel,16,16.0,34.1,11.0,55.490585,37.297512,0
63606,panel,3,3.0,34.7,11.0,55.495425,36.917488,0
63607,panel,4,5.0,33.0,9.0,55.37354200000001,37.379618,0
63608,brick,9,9.0,33.5,9.2,55.474077,37.302183,0
63609,monolithBrick,17,17.0,34.1,10.0,55.488014,37.294547,0
63610,monolith,3,3.0,33.0,8.0,55.53638,37.158138,0
63611,monolith,3,3.0,33.0,6.0,55.53638,37.158138,0
63612,panel,1,5.0,33.6,8.3,55.35989100000001,37.403836,0
63613,monolith,2,12.0,34.8,9.3,55.486229,37.301006,0
63614,monolith,16,16.0,36.0,9.1,55.490585,37.297512,0
63615,monolithBrick,1,3.0,35.4,11.0,55.499642,36.915898,0
63616,monolith,2,3.0,35.6,10.2,55.496537,36.921665,0
63617,panel,3,3.0,35.0,10.5,55.495425,36.917488,0
63618,monolith,2,3.0,35.0,11.0,55.497822,36.919878,0
63619,monolith,2,3.0,35.0,11.0,55.499249,36.921701,0
63620,brick,5,9.0,37.5,7.0,55.477184,37.30645,0
63621,panel,9,16.0,35.5,9.0,55.49075799999999,37.296505,0
63622,panel,16,16.0,36.8,10.0,55.46926,37.29284000000001,0
63623,monolithBrick,15,17.0,37.3,10.0,55.492482,37.299021,0
